date,score,user_tags,user_rank,usage_duration,item_option,text_review,recommendation_score,발색력,지속력,발림성,수분감
2020.11.12,5점만점에 1점,,,,[옵션] 쥬쥬브,"유명해서 사봤는데 생각보다 핑크빛이 너무 많이 돌아서 저는 별류..
냄새도 너무 이상해요
걸레쉰네같은 거랑 캔디냄새랑 섞여서 저는 완전 맘에 안듭니다
매트틴트는 안그렇던데 대실망쓰 ㅜㅜ 저만 뽑기 잘못걸린건가염",0,보통이에요,예상보다 짧아요,보통이에요,보통이에요
2020.09.07,5점만점에 2점,"복합성, 웜톤, 모공, 잡티",,재구매,[옵션] 쥬쥬브,"가격도 저렴하고 색도 예뻐요.
잇도토리 - 생각보다 많이 진함
쥬쥬브 - 사진보다 훨씬 진함, 예쁨
근데...
냄새가...2주 정도 쓰고 버려야 하는 제품인가요..?
틴트여서 침이 들어가서 그런거 같은데
안에 부패가 빠른거 같아요..냄새 진짜..
그리고 이 제품 라인은
모델컷(?)이미지컷이랑 실제 사용 색이 완.전.히 다릅니다ㅋㅋ..
물론 달라도 색 자체는 예쁘지만.. ㅎ
무슨 도박도 아니고 내가 사는 제품이 무슨색인줄 전혀 알 수 없는 상태에서 사서 발라본 다음에야 알 수 있어요 하하
이렇게 냄새나는 제품을 테스트 해 볼 수도 없고..ㅎㅎ...
여튼..예쁘지만 문제가 좀 있는 제품이라 생각합니다..",1,아주 만족해요,보통이에요,아주 만족해요,아주 촉촉해요
2020.02.06,5점만점에 2점,,,,[옵션] 누디 피넛,"누디피넛 색상 구매했습니다!
우선 탕후루같은 광은 너무 예뻐요. 색도 예쁘구요.
그런데 분명 핑크와 전혀 상관없는 누디베이지 계열의 색상인데 바르고 1분정도 지나면 체리핑크 색이 스물스물 올라오다가 한 10분뒤에 보면 완전한 체리핑크가 되어있네요...? 지속력도 별로고ㅠ 시간지나버면 체리핑크로 착색되어있어서 평소 누디베이지 립을 선호하는 저는 그 위에 뭘 덧바르지도 못해요 ㅋㅋㅋㅋ 진짜 너무 실망입니다..ㅋㅋ",8,다소 아쉬워요,예상보다 짧아요,아주 만족해요,아주 촉촉해요
2025.03.21,5점만점에 1점,,,,[옵션] 27 허니 듀 멜론,라이트톤은 사지마세요 착색 푸시아핑크 발색사기 장난아닙니다,0,다소 아쉬워요,지속이 오래돼요,아주 만족해요,아주 촉촉해요
2025.03.21,5점만점에 1점,,,,[옵션] [기획세트] 03 베어 그레이프,제가 쓰니까 뭔가 홍두깨부인같음요 흰씨가 너무 좋아욥 유명해서 샀는데 ㅂㄹ,0,아주 만족해요,보통이에요,보통이에요,보통이에요
2025.03.20,5점만점에 1점,,,한달이상사용,[옵션] 05 쥬쥬브,색이 바뀐듯... 그리고 요플레 현상은 아니고 촉촉한 각질? 이 자꾸 묻어나와서 넘 거슬림,0,보통이에요,보통이에요,보통이에요,보통이에요
2025.03.18,5점만점에 2점,,,한달이상사용,[옵션] 04 피그 피그,이제품만 사용하면인건지 입술너무 건조해지고 간지럽고 미쳐요..ㅜㅜ 그래서 안사용하는중,0,보통이에요,보통이에요,보통이에요,보통이에요
2025.03.17,5점만점에 2점,,,한달이상사용,[옵션] 05 쥬쥬브,"쥬시래스팅 오랜만에 쓰니까 생각보다 덜 촉촉하네요..? 그리고 착색되면서 색이 진해지는건지,, 테스터보다 훨씬 핑키합니다.",0,보통이에요,보통이에요,보통이에요,보통이에요
2025.03.17,5점만점에 2점,,,,[옵션] 04 피그 피그,"한번 떨궜더니 투명한 통이랑 본통이랑 분리돼서 안 붙음;;
그냥 리뉴얼 전이 더 튼튼하고 색도 이뻤는데..오ㅑ..용량은 줄이고 가격은 올렸으면 튼튼하기라도 해야죠",0,보통이에요,보통이에요,보통이에요,보통이에요
2025.03.16,5점만점에 2점,,,,[옵션] [기획세트] 03 베어 그레이프,발색이 너무 안되고 증정용 립은 장난감 같은 색이에요..좀,0,보통이에요,보통이에요,보통이에요,보통이에요
2025.03.16,5점만점에 1점,,,,[옵션] 26 신비 복숭아,처음에 상자가 좀 구겨져있어서 꺼림찍했는데 내용물은 괜찮아보였어요,0,보통이에요,보통이에요,보통이에요,보통이에요
2025.03.16,5점만점에 2점,,,한달이상사용,[옵션] [단품] 20 쥬쥬 피그,색상 선택이 잘못됐네요. 웜톤인데 알고보니 쿨톤용 제품이라길래 손이 잘 안가요.,0,보통이에요,보통이에요,보통이에요,보통이에요
2025.03.16,5점만점에 2점,,,,[옵션] [기획세트] 20 쥬쥬 피그,틴트 잃어버려서 급하게 샀는데 구럭저럭이에여. 지속력이 넘 아쉬븜,0,보통이에요,보통이에요,보통이에요,보통이에요
2025.03.15,5점만점에 2점,,,한달이상사용,[옵션] [올리브영단독]02 누카다미아,원래 색이랑 너무 다르네요ㅜㅜ 결국 못 쓰고 있어요 너무 쨍해요..,0,다소 아쉬워요,보통이에요,보통이에요,보통이에요
2025.03.15,5점만점에 2점,,,한달이상사용,[옵션] [올리브영단독]01 포멜로 스킨,흠.. 갈웜인데 색이 참.. 저랑 안 어울려요 색만 빼면 괜찮음,0,다소 아쉬워요,보통이에요,보통이에요,보통이에요
2025.03.08,5점만점에 1점,,,,[옵션] [기획세트] 03 베어 그레이프,별로 ..리뷰 좋아서 샀는데 별로임 다신 안살듯 귀찮아서 리뷰 안쓰는데zz,0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2025.03.07,5점만점에 1점,,,한달이상사용,[옵션] 17 다크 코코넛,여름뮤트에서 가을뮤트톤입니다 잘 어울리는 거 같아요 마음에 들어용,0,보통이에요,보통이에요,보통이에요,보통이에요
2025.03.07,5점만점에 1점,,,한달이상사용,[옵션] 22 도토리 밤,여름뮤트에서 가을뮤트톤입니다 잘 어울리는 거 같아요 마음에 들어용,0,보통이에요,보통이에요,보통이에요,보통이에요
2025.03.07,5점만점에 2점,,,한달이상사용,[옵션] 잇 도토리,여름뮤트에서 가을뮤트톤입니다 잘 어울리는 거 같아요 마음에 들어용,0,보통이에요,보통이에요,보통이에요,보통이에요
2025.03.07,5점만점에 1점,,,한달이상사용,[옵션] [단품]03 베어 그레이프,입술이 난리가 나서 뭐가 문제인지 몰랐는데 롬앤 틴트들 때문이었어요. 틴트 때문에 고생한 적 하나도 없었는데 그 이후로 다 버렸습니다. 첫 발색은 괜찮지만 여러 번 바르면 밤에는 입술이 쪼그라들고 색도 별로에요.,0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,매트해요
2025.03.07,5점만점에 1점,,,한달이상사용,[옵션] 15 베어 피그,입술이 난리가 나서 뭐가 문제인지 몰랐는데 롬앤 틴트들 때문이었어요. 틴트 때문에 고생한 적 하나도 없었는데 그 이후로 다 버렸습니다. 첫 발색은 괜찮지만 여러 번 바르면 밤에는 입술이 쪼그라들고 색도 별로에요.,2,다소 아쉬워요,예상보다 짧아요,보통이에요,매트해요
2025.03.03,5점만점에 1점,"복합성, 쿨톤, 각질, 모공",,,[옵션] [단품]03 베어 그레이프,리뉴얼 후 전혀 다른 틴트가 된 거 같아요. 너무 아쉽습니다. 리뉴얼 전 버전이 아니라면 웬만하면 구매하지 않을 거 같아요.,1,다소 아쉬워요,보통이에요,보통이에요,보통이에요
2025.02.17,5점만점에 2점,,,,[옵션] [단품]23 피치 피치 미,"생각했던거 처럼 맑은색은 아니고
요플레현상 ㄱ ㅐ쩔어서 잘 안씀",0,보통이에요,예상보다 짧아요,보통이에요,아주 촉촉해요
2025.02.14,5점만점에 2점,,,한달이상사용,[옵션] [단품]03 베어 그레이프,"세일 때마다 재구매하고 있어요
또 재구매 예정이에요
세일 때마다 재구매하고 있어요
또 재구매 예정이에요",0,보통이에요,보통이에요,보통이에요,보통이에요
2025.02.10,5점만점에 2점,복합성,,한달이상사용,[옵션] [올리브영단독]02 누카다미아,별로예요ㅠㅠㅠ 전 이전 버전이 더 좋은 것 같아요.. 색이 좀 바뀐 건지 너무 쨍한 느낌이 드는 것 같아요 좀 더 차분한 걸 원했는데… 이거 사보고 색 바뀐 것 같길래 다른 호수 살 때는 공홈가서 이전버전 샀어요,0,보통이에요,보통이에요,보통이에요,보통이에요
2025.02.09,5점만점에 1점,,,,[옵션] [어워즈한정기획] 23 피치 피치 미,음...너무 쿨해요ㅠㅠ 제가 봄웜페일~여쿨페일 뉴트럴톤잉데도 많이 쿨하다고 느껴졌어요ㅠㅠ 착색될수록 더 쿨한 색상이 되는거 같아욤ㅠㅠ,0,다소 아쉬워요,지속이 오래돼요,아주 만족해요,아주 촉촉해요
2025.02.06,5점만점에 1점,,,재구매,[옵션] [올리브영단독]01 포멜로 스킨,바뀐거 너무 아쉬워요ㅠㅠ 예전버전으로 내주세요… 그래도 이쁘긴해요,0,아주 만족해요,지속이 오래돼요,아주 만족해요,아주 촉촉해요
2025.01.23,5점만점에 2점,"건성, 웜톤, 각질, 다크서클",,한달이상사용,[옵션] 24 베어 쥬시 오,"쓰다보니까 생각보다 손이 안 가고 지속력 별로임
입술색이 워낙 쿨하게 핑크로 발색되는 편이라 사봤는데 약간 코랄색으로 발색되긴 하나 이 색보다 더 예쁘게 발색되는 다른 색들이 있을 것 같음…
요건 좀 쨍한 귤색이라 이것보다는 조금 덜 귤색이면서 립의 쿨컬러를 잡아줄 수 있는 무언가를 찾아서…",0,다소 아쉬워요,예상보다 짧아요,보통이에요,아주 촉촉해요
2025.01.23,5점만점에 2점,"지성, 웜톤, 다크서클, 블랙헤드",,재구매,[옵션] [올리브영단독]01 포멜로 스킨,"왼쪽이 리뉴얼 전, 오른쪽이 리뉴얼 후 색상입니다
분명 베이지색 낭낭하던 포멜로스킨이라 몇 통을 비웠던 틴트였는데 리뉴얼 후에는 핑크빛이 좀 많이 돌아요 입술에 올리면 더 잘 보입니다
리뉴얼 전 버전으로 사고싶은데 더이상 나오지 않나봐요
발색은 잘 모르겠습니다 일반인이 바를 때 전이랑 똑같아요
지속력도 전이랑 비슷한거 같아요 두겹광택 이라던데 잘 모르겠습니다
케이스 바뀌고 제형 바뀌고 다 상관없는데 색상 바뀐게 너무 속상해요 전 버전이라도 남겨주세요 ㅠㅠ 내 애착템..",1,보통이에요,보통이에요,보통이에요,보통이에요
2025.01.05,5점만점에 2점,,,한달이상사용,[옵션] 21 그레이프 밤,"한 달도 안 씀 저거 사고 리뷰쓰는 지금까지 3번 발라봤는데 이건아니징...
전에 쓰던 리뉴얼 제품보다 글로시한 광은 더 예쁘지만 너무 끈적한 제형이 되었네요?
끈끈~한 립글로즈를 틴트에 섞어놓은 느낌
요즘 립글로즈도 이렇게 안 끈적거리던데...
일단 바르고 얼마 안 되어서 음료 마시면 빨대로 내 입술색이 옮겨갑니다... 다시 바른답시고 바르면 다세 끈적파티...
착색되고 나서의 색도 처음 발색과 너무 많이 다르고 상세페이지에서의 발색사진과도 확연히 다르고...
이번 리뉴얼 이후로 논란이 많았다만 제가 그동안 구매했던 롬앤의 아이브로우나 블러셔 등 다른 제품들은 후회한 적이 없어서 그래도 눈감고 구매해봤는데...
베어그레이프도 다써서 사야지 했는데 무섭네요 아예 다른 제품이 올까봐ㅋㅋ 또 눈감고 구매해야하는지...

그냥 실수하신 것 같아요 틴트 케이스 외관만 예쁘게 다시 리뉴얼했다고 하셨으면 브랜드 자체의 이미지 개선으로 더 흥행하셨을텐데요
똑같은 제품명이지만 제형/색감/용량 이 셋 중에 좋아진 건 하나도 없으면 소비자 기만이 아닐지...
양만 줄었다고 생각했을 땐 요즘 물가를 반영해 봤을 때 괜찮았어요 근데 보관 온도에 따라서 제형이 변하는 건지 처음 발랐을 땐 괜찮았는데 끈적끈적해지는 게 너무 이상하네요
그렇게 비싼 제품 아니지만 점점 소비자들의 의견을 무시하는 게 보이니 오만하게 느껴지네요
올리브영 자체 q&a 문의에서도 본인들이 답변하고 싶은 것들만 골라서 답변하시는 게 저같이 문의 안 한 사람들도 알 수 있을 정돈데 ㅎ 문의 올린 사람들 무시하는 것도 아니고 누구나 볼 수 있는 문의창에서 이런 식으로 하시면 전체적인 브랜드 이미지가 깎이지 않을까 생각 안 해보셨는지 궁금하네요
내부적으로 올영 롬앤 담당자가 문제가 있는건지 브랜드 자체에서 암묵적으로 그렇게 하시는 건지 한 번 자체적으로 잘 개선해보심이 좋을듯하네요",2,보통이에요,보통이에요,아주 만족해요,아주 촉촉해요
2024.12.15,5점만점에 1점,"복합성, 가을웜톤, 미백, 잡티",,,[옵션] [올리브영단독]02 누카다미아,ㅛ존ㄴㄴ나 왜 리뉴얼한건지 이걸 왜 허용했는지 ㅁㄹ겠읍 전보다 색상 다 채도 높아지고 물같아짐 그리고 두겹광택 이러는데 있어봤지 10분뒤면 사라지고 매트해짐 그리고 누카다미아 원래 버전 착색 색상 그대로였는데 리뉴얼은 거기서 더 핑크로 남음 이거 2일 말랐는데 입술 말라터져져서 매일 저녁에 립 슬리핑팩 잔뜩 올리규 잠 그리규 입술 말라터져서 존ㅜㅜㅡㅡㅡ나아픔 쓸데없이 핑크 착색 ㅈㄴ 오래감,1,다소 아쉬워요,예상보다 짧아요,보통이에요,보통이에요
2024.12.11,5점만점에 2점,"건성, 여름쿨톤, 다크서클, 블랙헤드",,한달이상사용,[옵션] 10 베어 애프리콧,"재구매 예정 ❌

▶️ 뉴트럴 - 여쿨라인데 뉴트럴톤 메이크업 할 때 쓰려고 구매했어요. 첫발색은 여리여리 예쁜데 금방 날아가요. 금방 날아가서 다시 덧바르고, 물 마시면 많이 묻어나서 다시 덧바르고 이걸 반복하니까 입술이 오렌지가 됩니다.

덧바를수록 본래 색 그대로 예쁘게 올라가는 틴트 ❌
덧바를수록 색이 쌓이면서 더더더 진해지는 틴트 ⭕️

라이트톤 분들 ... 저처럼 직업 특성상 말을 많이하거나, 물을 많이 섭취하시는 분들은 주의하세요. 덧바르면 라이트가 바르기에 딥해집니다.",0,보통이에요,예상보다 짧아요,보통이에요,보통이에요
2024.12.10,5점만점에 2점,"민감성, 봄웜톤, 모공, 미백",,한달이상사용,[옵션] [단품]03 베어 그레이프,진짜 잘 모르겠읍… 색도 흐리멍텅 더 연해지고 웜해졋지 진자 베어그레이프가 사라짐.. 하나도 안똑갘음… 제일 별로인게 팁에 묻아나어는 양임 나는 입술 작은 편인데도 바르는데 진짜 암걸려 죽을뻔함 색 자체가 풀립을 발라도 그라데이션을 해도 너무 애매한 팥죽 가까운 모브색이라 여기서 변색 조듬만 일어나도 쳐박템임.. 그렇다고 광이 막 ㅣ있진않음 원래꺼 사라지게 하면서까지 만들 필요가 진자 너무너무 없음 ㅜㅜㅜㅜ 롬앤은 당장 쥬시래스팅 원조를 살려내르 하.. 맞다 이거까먹엇다 용량이개적음진ㅁ자아니ㅛㅛㅛ,2,보통이에요,보통이에요,보통이에요,보통이에요
2024.12.06,5점만점에 2점,,,,[옵션] [단품]03 베어 그레이프,"이게 맞나용..

리뉴얼 되고 색이 웜한 느낌이 더 도는 것 같은데 오히려 제 취향이라서 구매햇어요 처음에는 잘 열리더니 다음날 쓰려는데 돌릴때마다 탁탁소리가 나더니 분리가 되버림요!! 제품은 맘에 드는데 어째 좀 벌거벗은 느낌이나서 가지고 다니지는 못하겠네여",1,보통이에요,보통이에요,보통이에요,보통이에요
2024.11.30,5점만점에 2점,,,,[옵션] [단품]23 피치 피치 미,"진짜 귀찮아서 리뷰별로 안쓰는 사람인데..... 너무 화나서 포토리뷰까지 올립니다. 산지 일주💗일🩷만❤️에💓고🔥장🔥🔥났🔥🔥어요🔥🔥😍
3일 됬을땐 케이스를 여닫는게 불편하다고만 느꼈습니다. 뭐 꼼꼼한 성격도 아닌지라 그냥 그런갑다 하고 넘겼어요.
네. 뭐 앞에서 설명했듯이 일주일만에 고장났네요.
롬앤 샐까봐 케이스를 조금 세게 닫았더니 존ㄴㄴㄴㄴㄴ나 안열리다가 건장한 남성이 겨우 열었습니다. 이후에 멀쩡한줄로만 알다가 몇시간후에 뭔 케이스 윗부분? 뭔 탕후루 껍질벗겨지듯이 자연스레 벗겨져서 깜짝놀랐네요🍓🍓 탕후루 틴트인거 맞네요.
아 진짜 맞다 가장 중요한 발색
기존광이 only쫀쫀이엿다면 맑은 느낌이 한겹 추가되었습니다. 피치피치미 핑잘봄분들은! 잘 어울리실것 같네요. 그러나 저처럼 원래부터 케이스를 힘주고 닫으시는 분들은 한번더!고민해주시길바랍니다.",0,보통이에요,보통이에요,보통이에요,보통이에요
2024.11.20,5점만점에 2점,"지성, 가을웜톤, 민감성, 피지과다",,,[옵션] 22 도토리 밤,"용량 줄어든게 정말 ㅎㅎㅎ 아쉽네여 가격을 조금이라도 낮추거나 용량을 4.5에서 2g 줄이는게 아닌 1g정도만 줄였어도 정말 좋았을 것 같은데..근데 또 케이스는 훨씬 무거워짐 용량은 거의 반이 줄었는데,,ㅎㅎ 케이스가 좀 더 예뻐진 것 같기는한데 용량은 반으로 줄고 훨씬 무거워진게 좀 웃기네요 소비자 기만하는 느낌? 결론은 용량을 너무 확 줄이신듯 기분 팍 상함ㅠ",0,보통이에요,보통이에요,보통이에요,보통이에요
2024.11.15,5점만점에 2점,"복합성, 웜톤, 각질, 다크서클",,,[옵션] [올리브영단독]02 누카다미아,"롬앤은 진짜 틴트,, 상세페이지에 게시된 컬러랑 손등발색 컬러랑 립 발색 컬러가 다 다른거 같아요
그리고 롬앤꺼 몇가지 쓰면서 느낀건데 글로시한 촉촉틴트들은 다 기승전핑크인 듯ㅠ 향도 넘 별로고
두겹광택이라고 해서 광택 기대했는데 상세페이지처럼 그런 광택은 없덩데요,,? 지속력도 잘 모르겠어요",1,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2024.11.09,5점만점에 2점,"복합성, 여름쿨톤, 다크서클, 블랙헤드",,한달이상사용,[옵션] [올리브영단독]베어그레이프,"진짜 첫 발색은 존옌데 시간 조금만 지나도 바로 검붉게 착색돼서 유령신부 입술되는게 킬포임 (negative)
광도 오래가는 편 아니고.. 특히나 요즘같이 건조한 계절에는 주름부각+입술 조이는 느낌이 더 빨리 찾아옴 계속 립밤 발라줘야함
진짜 이건 첫 발색이랑 덧바를때, 시간지났을때 색이 너무 달라서 잘 안쓰게 돼요
리뉴얼된건 안 써봐서 모르겠는데.. 리뉴얼 전 버전은 손 안감
명성에 비해 그닥.. 좋은 점을 잘 모르겠음
아그리고 찐득찐득한 질감 너무 싫어!!!!",2,다소 아쉬워요,보통이에요,다소 아쉬워요,보통이에요
2024.11.07,5점만점에 2점,,,,[옵션] [단품]23 피치 피치 미,롬앤의 고질적인 문제는 역시 공홈 발색사진이랑 실제 발색이 너무나 다르다는 것... 여리한 피치코랄빛... 은 아닌 것 같고요 완전 형광핑크...? 그런 느낌... 착색도 마찬가지... ㅎㅎ 여리한 색감은 기대하지 마시구요 요플레 현상도 있습니다... 갓성비 틴트라는데 솔직히 이번에 리뉴얼하면서 용량도 줄이고 발색도 너무 달라서 차라리 돈 더 주고 다른 틴트 사는 게 굿소비일 듯...ㅜvㅜ,0,다소 아쉬워요,보통이에요,보통이에요,보통이에요
2024.11.04,5점만점에 2점,"건성, 웜톤, 민감성, 아토피",,,[옵션] 11 파파야 잼,"음.. 리뉴얼 됐다고해서 런칭하자마자 구매를 했는데, 솔직히 엄청 좋다는 느낌은 못받았어요. 더군다나 여전히 시간이 지나면 컬러가 다크해지는 건 어쩔 수 없는 글로우 틴트의 단점인가봐요..! 시간이 지나면 덧바를수록 컬러는 어두워지고, 점점 입술의 수분감을 빼앗기는 느낌이라 몇번 바르고 손이 잘 안갈듯 해요.",0,아주 만족해요,보통이에요,보통이에요,보통이에요
2024.07.09,5점만점에 1점,"트러블성, 가을웜톤, 트러블",,한달이상사용,[옵션] 다크 코코넛,"바르고 나면 입술이 더 건조해지는 느낌이들어요
그리구 가을 웜 딥톤에 잘 어울릴 거라 예상하고 샀지만,
너무 안어울려요ㅠㅠ 만나는 사람마다 입술 색좀 바꾸라고 해서 흑흑 결국 또 쳐박템 ㅜㅜㅜ
은은하게 올라오는 쿨한 색상이 입술만 동동 띄워줍니다

뭔가 쿨톤도 웜톤도 사용할 수 없는 뉴트럴한 색인것 같네용",1,보통이에요,보통이에요,보통이에요,보통이에요
2024.04.29,5점만점에 2점,,,한달이상사용,[옵션] [NEW]멜로우 페어,최악 ㅠㅠ 쥬시래스팅 다시는 사고싶지않다고 생각이 들게한 제품이네요 우선 쥬시래스팅 특유의 역한 향기가 많이 줄어들었다는건 만족스럽습니다. 그러나 손목발색과 입술발색이 너무 달라요 입술에 올리면 그냥 보라? 자주색으로 너무 뮤트하게 올라옵니다. 뮤트립 좋아하시면 강추요!! 근데 공홈발색 바라시는분들은 사지마세요,0,다소 아쉬워요,보통이에요,아주 만족해요,아주 촉촉해요
2024.03.04,5점만점에 2점,"복합성, 여름쿨톤, 다크서클, 미백",,,[옵션] 베어 피그,일단 퍼스널컬러 진단 결과 겨울 베리페일 타입인데.. 추천해주셔서 구매했지만ㅠㅠ 정말 안어울려요.. 임술이 푸른기 도는 창백하고 진한 립이라 그런건지.. 바르면 극강의 찐한 보랏빛이 올라옴.. 쿨톤 필수템이라는 말 많이 들었지만... 전 별로였어요ㅠㅠ,1,다소 아쉬워요,예상보다 짧아요,보통이에요,아주 촉촉해요
2024.03.01,5점만점에 2점,"건성, 가을웜톤, 탄력",,,[옵션] [올리브영단독]포멜로 스킨,"색상빼곤 정말 다시 처박아야 할 제품이네요 ㅠㅠ

1. 심히 자극적이다.
저는 이것만 바르면 입이 화뜬거리고 아파요.
플럼핑기능이 있나? 싶을만큼
무서워서 그냥 안씅거같아요! 진짜 너무아픔!!

2. 뭉침이 있다...
롬앤 종특인거 같은 생각...
쥬쥬브 사고 다신 사지 말아야지 했는데
인간은 망각한다고 망각하고 샀다가
또 후회하네

3. 색상은 예쁘다.
23호 가을뮤트인 나에겐 너무 예쁜색이다.
누드베이지+오렌지코랄 느낌으로 올라옴.
(저는 오렌지가 잘 받는 사람)
정말 색상이 예뻐서 롬앤에 대한 나쁜시각이
굉장히 높았던 나에게 오~? 하면서
이건 정착해야지 했는데...

그럼 뭐해 입술 아파서 못쓰겠는데 ㅠㅜ
롬앤은 저랑 진이이인짜 안맞나봐요.",0,아주 만족해요,보통이에요,다소 아쉬워요,아주 촉촉해요
2023.09.19,5점만점에 2점,,,,[옵션] [올리브영단독]누카다미아,"저는 제가 가을웜톤인 줄 알고 가을웜 추천컬러라길래 샀는데 완전 안어울리더라고요 톤다운된 색이라 입에 고추장 묻은 것 같았어요 ㅠ 저는 참고로 피부도 까만편 입술색도 어두운 편입니다
근데 신기한 게 웜톤 잘 받는 피부 하얀 친구가 바르니 예쁘게 발색되더라고요 그래서 친구 줬습니다 ~~
그런데 롬앤 이 라인은 마음에 들어요 촉촉하고 잘 발려서요",0,다소 아쉬워요,보통이에요,아주 만족해요,아주 촉촉해요
2023.08.11,5점만점에 2점,"중성, 여름쿨톤, 모공, 미백",,한달이상사용,[옵션] 베어 바인,정말… 공홈 컬러에 속고… 유튜버 필터에 두 번 속은… 절대 공홈 컬러 생각하시면 안 돼요!!!! 공홈에는 탁하면서도 맑은 톤다운 된 퍼플 컬러지만… 실제 컬러는 핑크보라… 🤦‍♀️ 아이폰 카메라가 워낙 회기 돌게 나와서 실제 컬러를 못 담아서 저도 사진을 못 올리지만 진짜 핑크보라 그 자체입니다!!!,0,보통이에요,보통이에요,보통이에요,아주 촉촉해요
2023.07.12,5점만점에 2점,"중성, 여름쿨톤, 모공, 미백",,,[옵션] 베어 바인,"확실히 공홈이나 개코님 유튜브 영상 발색과는 확 다른 붉은기랑 흰기가 좀 섞여있는 채도 높은 퍼플 컬러예요… 아이폰 14 카메라가 실제 컬러보다 채도 낮고 그레이시 하게 찍혀서 어떻게 찍어도 실제 컬러가 안 나오더라구요…^^ 심지어 구매할 땐 온라인 전용 컬러라 매장이 테스터가 없으니 공홈, 유튜브 믿고 채도 빠진 톤다운된 퍼플을 기대하고 샀는데…^^ 여러모로 아쉽네요…",1,보통이에요,보통이에요,보통이에요,아주 촉촉해요
2023.05.23,5점만점에 1점,"지성, 봄웜톤, 다크서클, 트러블",,,[옵션] 베어 애프리콧,"봄웜라이트를 위한 틴트라고 했던 사람 누구죠...?
정말 어떻게 바른건 지 모르겠으나, 저는 그냥 칙칙하고 텁텁하고... 한번 쓰자마자 구석탱이행^^;;

색 자체가 밝은 척 하지만 올리고 나면 겉돌고 시간이 지나면 너무 어두워져서 쓸 수가 없어요 ㅜㅜ",2,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,아주 촉촉해요
2023.04.15,5점만점에 1점,"민감성, 겨울쿨톤, 모공, 트러블",,,[옵션] (글로스기획)베어그레이프,"롬앤의 퍼지 틴트가 너무 좋았고 인생틴트라 생각될 정도로 좋아서 다른 라인 틴트에도 도전해보려고 고민 없이 사본건데

음 결론은 ㅜㅜㅜ 좀 아쉬웠어요……
일단 제품이 립에 자극이 너무 강해요…. 바르면 화한 느낌이 올라온다 해야하나..? 혹시 제 입술이 너무 자극에 예민해졌나 싶어서 다른 브랜드 비슷한 제형의 틴트도 발라봤는데 그건 괜찮더라구요…
그리고 베리향이 조금 방해라 생각될 정도로 강하게 느껴졌어요..

아쉽지만 원래 모든 화장품은 사람마다 맞고 안 맞고 다른 거니까요. 전 퍼지 틴트를 애용하겠습니다..(총총..",0,아주 만족해요,보통이에요,보통이에요,보통이에요
